accessed datetime,year,month name,month number,day of month,weekday number,weekday name,weekend (y/n),hour,Hour (bins),Hour (for bin use),PHQ-9 (Sum by day),GAD-7 (Sum by day),SDoH (Sum by day),CAGE-AID (Sum by day),Total Websites (Sum by day),PHQ-9 Daily Sum / Website Sum,SDoH Daily Sum / Website Sum,GAD-7 Daily Sum / Website Sum,CAGE-AID Daily Sum / Website Sum
2025-04-24T17:53:56.4730000,2025,April,4,24,4,Thursday,No,17,Between 12PM and 6PM,17.53,0,0,0,0,2,0,0,0,0
2025-04-24T18:26:39.7810000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.26,0,0,0,0,2,0,0,0,0
2025-04-24T18:27:09.0640000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.27,0,0,0,0,2,0,0,0,0
2025-04-24T18:29:52.9020000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.29,0,0,0,0,2,0,0,0,0
2025-04-24T18:30:02.4160000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.3,0,0,0,0,2,0,0,0,0
2025-04-24T18:30:12.1710000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.3,0,0,0,0,2,0,0,0,0
2025-04-24T18:38:37.7250000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.38,0,0,0,0,3,0,0,0,0
2025-04-24T18:38:44.1610000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.38,0,0,0,0,6,0,0,0,0
2025-04-24T18:39:39.1390000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.39,0,0,0,0,3,0,0,0,0
2025-04-24T18:39:53.2090000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.39,0,0,0,0,3,0,0,0,0
2025-04-24T18:39:57.7040000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.39,0,0,0,0,2,0,0,0,0
2025-04-24T18:40:03.0480000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.4,0,0,0,0,3,0,0,0,0
2025-04-24T18:40:55.4130000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.4,0,0,0,0,3,0,0,0,0
2025-04-24T18:41:01.9830000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.41,0,0,0,0,3,0,0,0,0
2025-04-24T18:41:30.5450000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.41,0,0,0,0,2,0,0,0,0
2025-04-24T18:41:31.8070000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.41,0,0,0,0,2,0,0,0,0
2025-04-24T18:41:32.7010000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.41,0,0,0,0,2,0,0,0,0
2025-04-24T18:42:11.8910000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.42,0,0,0,0,1,0,0,0,0
2025-04-24T18:42:15.7000000,2025,April,4,24,4,Thursday,No,18,After 6PM,18.42,0,0,0,0,2,0,0,0,0
2025-04-24T19:03:19.7580000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.3,0,0,0,0,2,0,0,0,0
2025-04-24T19:09:12.7870000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.9,0,0,0,0,1,0,0,0,0
2025-04-24T19:09:13.8940000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.9,0,0,0,0,2,0,0,0,0
2025-04-24T19:10:30.9310000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.1,0,0,0,0,2,0,0,0,0
2025-04-24T19:10:42.8160000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.1,0,0,0,0,2,0,0,0,0
2025-04-24T19:10:43.6100000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.1,0,0,0,0,2,0,0,0,0
2025-04-24T19:10:47.7580000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.1,0,0,0,0,3,0,0,0,0
2025-04-24T19:10:49.2420000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.1,0,0,0,0,2,0,0,0,0
2025-04-24T19:12:13.3070000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.12,0,0,0,0,2,0,0,0,0
2025-04-24T19:12:31.0720000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.12,0,0,0,0,2,0,0,0,0
2025-04-24T19:12:52.4570000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.12,0,0,0,0,2,0,0,0,0
2025-04-24T19:12:57.7320000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.12,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:00.5600000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:00.9560000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:02.3130000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:03.3180000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:04.7880000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,1,0,0,0,0
2025-04-24T19:13:06.3660000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:07.8580000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:13:29.1110000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.13,0,0,0,0,2,0,0,0,0
2025-04-24T19:14:00.3490000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.14,0,0,0,0,2,0,0,0,0
2025-04-24T19:14:12.6030000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.14,0,0,0,0,1,0,0,0,0
2025-04-24T19:14:15.6340000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.14,0,0,0,0,2,0,0,0,0
2025-04-24T19:14:46.4930000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.14,0,0,0,0,2,0,0,0,0
2025-04-24T19:15:14.6820000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.15,0,0,0,0,1,0,0,0,0
2025-04-24T19:15:20.5900000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.15,0,0,0,0,2,0,0,0,0
2025-04-24T19:15:44.7400000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.15,0,0,0,0,2,0,0,0,0
2025-04-24T19:15:52.7900000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.15,0,0,0,0,1,0,0,0,0
2025-04-24T19:16:33.3030000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.16,0,0,0,0,1,0,0,0,0
2025-04-24T19:16:34.8790000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.16,0,0,0,0,1,0,0,0,0
2025-04-24T19:16:36.7850000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.16,0,0,0,0,1,0,0,0,0
2025-04-24T19:16:38.3290000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.16,0,0,0,0,2,0,0,0,0
2025-04-24T19:17:34.5670000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.17,0,0,0,0,2,0,0,0,0
2025-04-24T19:20:22.5830000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.2,0,0,0,0,2,0,0,0,0
2025-04-24T19:22:11.3160000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.22,0,0,0,0,3,0,0,0,0
2025-04-24T19:24:22.4740000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.24,0,0,0,0,2,0,0,0,0
2025-04-24T19:24:23.8920000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.24,0,0,0,0,2,0,0,0,0
2025-04-24T19:24:24.9510000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.24,0,0,0,0,2,0,0,0,0
2025-04-24T19:24:26.1330000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.24,0,0,0,0,2,0,0,0,0
2025-04-24T19:24:27.6670000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.24,0,0,0,0,2,0,0,0,0
2025-04-24T19:24:27.8090000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.24,0,0,0,0,2,0,0,0,0
2025-04-24T19:29:12.3220000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.29,0,0,0,0,3,0,0,0,0
2025-04-24T19:29:22.8800000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.29,0,0,0,0,3,0,0,0,0
2025-04-24T19:31:17.6520000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.31,0,0,0,0,3,0,0,0,0
2025-04-24T19:43:30.9820000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.43,0,0,0,0,2,0,0,0,0
2025-04-24T19:43:32.6470000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.43,0,0,0,0,2,0,0,0,0
2025-04-24T19:43:46.5810000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.43,0,0,0,0,4,0,0,0,0
2025-04-24T19:43:54.0570000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.43,0,0,0,0,1,0,0,0,0
2025-04-24T19:43:56.8170000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.43,0,0,0,0,3,0,0,0,0
2025-04-24T19:43:59.7280000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.43,0,0,0,0,2,0,0,0,0
2025-04-24T19:44:00.3380000,2025,April,4,24,4,Thursday,No,19,After 6PM,19.44,0,0,0,0,2,0,0,0,0
2025-04-24T21:53:29.8410000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.53,0,0,0,0,2,0,0,0,0
2025-04-24T21:57:50.8860000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.57,0,0,0,0,2,0,0,0,0
2025-04-24T21:57:51.6180000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.57,0,0,0,0,3,0,0,0,0
2025-04-24T21:57:55.6250000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.57,0,0,0,0,2,0,0,0,0
2025-04-24T21:58:17.0900000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.58,0,0,0,0,2,0,0,0,0
2025-04-24T21:58:57.6990000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.58,0,0,0,0,1,0,0,0,0
2025-04-24T21:59:34.7180000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.59,0,0,0,0,4,0,0,0,0
2025-04-24T21:59:40.0330000,2025,April,4,24,4,Thursday,No,21,After 6PM,21.59,0,0,0,0,1,0,0,0,0
2025-04-24T22:03:53.3260000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.3,0,0,0,0,2,0,0,0,0
2025-04-24T22:03:59.9980000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.3,0,0,0,0,2,0,0,0,0
2025-04-24T22:05:37.0850000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.5,0,0,0,0,2,0,0,0,0
2025-04-24T22:05:37.0950000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.5,0,0,0,0,1,0,0,0,0
2025-04-24T22:07:31.5710000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.7,0,0,0,0,1,0,0,0,0
2025-04-24T22:08:32.8910000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.8,0,0,0,0,1,0,0,0,0
2025-04-24T22:09:58.1160000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.9,0,0,0,0,1,0,0,0,0
2025-04-24T22:10:13.1720000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.1,0,0,0,0,1,0,0,0,0
2025-04-24T22:10:13.3870000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.1,0,0,0,0,1,0,0,0,0
2025-04-24T22:10:16.4150000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.1,0,0,0,0,1,0,0,0,0
2025-04-24T22:11:38.8570000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.11,0,0,0,0,1,0,0,0,0
2025-04-24T22:12:56.4460000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.12,0,0,0,0,1,0,0,0,0
2025-04-24T22:12:56.5930000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.12,0,0,0,0,1,0,0,0,0
2025-04-24T22:13:06.4610000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.13,0,0,0,0,1,0,0,0,0
2025-04-24T22:13:12.7190000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.13,0,0,0,0,1,0,0,0,0
2025-04-24T22:48:40.9160000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.48,0,0,0,0,1,0,0,0,0
2025-04-24T22:48:41.5170000,2025,April,4,24,4,Thursday,No,22,After 6PM,22.48,0,0,0,0,2,0,0,0,0
2025-04-24T23:04:51.5310000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.4,0,0,0,0,1,0,0,0,0
2025-04-24T23:05:09.5820000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.5,0,0,0,0,3,0,0,0,0
2025-04-24T23:05:11.8590000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.5,0,0,0,0,1,0,0,0,0
2025-04-24T23:05:15.2190000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.5,0,0,0,0,2,0,0,0,0
2025-04-24T23:05:16.5950000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.5,0,0,0,0,2,0,0,0,0
2025-04-24T23:05:19.0930000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.5,0,0,0,0,2,0,0,0,0
2025-04-24T23:05:38.9490000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.5,0,0,0,0,1,0,0,0,0
2025-04-24T23:19:58.7970000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.19,0,0,0,0,2,0,0,0,0
2025-04-24T23:20:03.9490000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.2,0,0,0,0,1,0,0,0,0
2025-04-24T23:25:13.9690000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.25,0,0,0,0,1,0,0,0,0
2025-04-24T23:25:14.7360000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.25,0,0,0,0,1,0,0,0,0
2025-04-24T23:25:15.5410000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.25,0,0,0,0,1,0,0,0,0
2025-04-24T23:29:42.4890000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.29,0,0,0,0,2,0,0,0,0
2025-04-24T23:56:13.9660000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.56,0,0,1,0,1,0,1,0,0
2025-04-24T23:56:14.5880000,2025,April,4,24,4,Thursday,No,23,After 6PM,23.56,0,0,0,0,1,0,0,0,0
2025-04-25T00:04:52.5190000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.4,0,0,0,0,2,0,0,0,0
2025-04-25T00:06:49.0410000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.6,0,0,0,0,2,0,0,0,0
2025-04-25T00:07:23.1010000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.7,0,0,0,0,1,0,0,0,0
2025-04-25T00:14:51.8100000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.14,0,0,0,0,2,0,0,0,0
2025-04-25T00:38:55.1980000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.38,0,0,0,0,2,0,0,0,0
2025-04-25T00:59:28.8610000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.59,0,0,0,0,3,0,0,0,0
2025-04-25T00:59:37.8570000,2025,April,4,25,5,Friday,No,0,Before 6AM,0.59,0,0,0,0,2,0,0,0,0
2025-04-25T01:01:29.9820000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,2,0,0,0,0
2025-04-25T01:01:35.1510000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,2,0,0,0,0
2025-04-25T01:01:54.6610000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,2,0,0,0,0
2025-04-25T01:01:58.3440000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,2,0,0,0,0
2025-04-25T01:02:36.0090000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.2,0,0,0,0,2,0,0,0,0
2025-04-25T01:10:37.2360000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,1,0,0,0,0
2025-04-25T01:10:48.8930000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,3,0,0,0,0
2025-04-25T01:10:59.0860000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.1,0,0,0,0,2,0,0,0,0
2025-04-25T01:11:06.0650000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.11,0,0,0,0,2,0,0,0,0
2025-04-25T01:17:02.4140000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.17,0,0,0,0,2,0,0,0,0
2025-04-25T01:17:09.6190000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.17,0,0,0,0,2,0,0,0,0
2025-04-25T01:45:50.8500000,2025,April,4,25,5,Friday,No,1,Before 6AM,1.45,0,0,0,0,4,0,0,0,0
2025-04-25T02:02:38.9580000,2025,April,4,25,5,Friday,No,2,Before 6AM,2.2,0,0,0,0,1,0,0,0,0
2025-04-25T02:02:39.4290000,2025,April,4,25,5,Friday,No,2,Before 6AM,2.2,0,0,0,0,2,0,0,0,0
2025-04-25T02:02:41.9090000,2025,April,4,25,5,Friday,No,2,Before 6AM,2.2,0,0,0,0,2,0,0,0,0
2025-04-25T03:02:44.9070000,2025,April,4,25,5,Friday,No,3,Before 6AM,3.2,0,0,2,0,2,0,1,0,0
2025-04-25T03:02:45.7970000,2025,April,4,25,5,Friday,No,3,Before 6AM,3.2,0,0,0,0,2,0,0,0,0
2025-04-25T03:02:47.2380000,2025,April,4,25,5,Friday,No,3,Before 6AM,3.2,0,0,0,0,1,0,0,0,0
2025-04-25T03:02:47.7860000,2025,April,4,25,5,Friday,No,3,Before 6AM,3.2,0,0,0,0,1,0,0,0,0
2025-04-25T03:02:48.0980000,2025,April,4,25,5,Friday,No,3,Before 6AM,3.2,0,0,0,0,1,0,0,0,0
2025-04-25T11:10:54.8520000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.1,0,0,0,0,2,0,0,0,0
2025-04-25T11:10:55.8610000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.1,0,0,0,0,2,0,0,0,0
2025-04-25T11:10:56.7570000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.1,0,0,0,0,2,0,0,0,0
2025-04-25T11:10:58.3570000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.1,0,0,0,0,2,0,0,0,0
2025-04-25T11:11:01.3370000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.11,0,0,0,0,3,0,0,0,0
2025-04-25T11:11:22.5930000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.11,0,0,0,0,2,0,0,0,0
2025-04-25T11:11:39.8930000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.11,0,0,0,0,4,0,0,0,0
2025-04-25T11:11:59.8550000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.11,0,0,0,0,1,0,0,0,0
2025-04-25T11:12:05.0880000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.12,0,0,0,0,1,0,0,0,0
2025-04-25T11:12:13.4760000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.12,0,0,0,0,1,0,0,0,0
2025-04-25T11:12:17.7530000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.12,0,0,0,0,1,0,0,0,0
2025-04-25T11:12:31.8570000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.12,0,0,0,0,2,0,0,0,0
2025-04-25T11:14:17.8270000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,2,0,0,0,0
2025-04-25T11:14:20.0050000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,2,0,0,0,0
2025-04-25T11:14:22.0410000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,1,0,0,0,0
2025-04-25T11:14:27.5150000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,1,0,0,0,0
2025-04-25T11:14:34.1890000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,1,0,0,0,0
2025-04-25T11:14:40.7110000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,5,0,0,0,0
2025-04-25T11:14:41.9830000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,2,0,0,0,0
2025-04-25T11:14:43.9440000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,3,0,0,0,0
2025-04-25T11:14:47.2860000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,2,0,0,0,0
2025-04-25T11:14:49.0350000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.14,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:17.0030000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,3,0,0,0,0
2025-04-25T11:15:17.8080000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:22.2310000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:23.1100000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:30.0600000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:30.8660000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,1,0,0,0,0
2025-04-25T11:15:32.3070000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:36.5260000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:15:37.1200000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,1,0,0,0,0
2025-04-25T11:15:40.6410000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.15,0,0,0,0,2,0,0,0,0
2025-04-25T11:16:14.1550000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.16,0,0,0,0,2,0,0,0,0
2025-04-25T11:16:42.2920000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.16,0,0,0,0,2,0,0,0,0
2025-04-25T11:16:44.0520000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.16,0,0,0,0,2,0,0,0,0
2025-04-25T11:16:44.7020000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.16,0,0,0,0,2,0,0,0,0
2025-04-25T11:16:47.2060000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.16,0,0,0,0,1,0,0,0,0
2025-04-25T11:17:04.4790000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.17,0,0,0,0,1,0,0,0,0
2025-04-25T11:18:14.6360000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.18,0,0,0,0,1,0,0,0,0
2025-04-25T11:44:00.5760000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.44,0,0,0,0,2,0,0,0,0
2025-04-25T11:50:46.3840000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.5,0,0,0,0,2,0,0,0,0
2025-04-25T11:51:03.8070000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.51,0,0,0,0,2,0,0,0,0
2025-04-25T11:51:06.9910000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.51,0,0,0,0,2,0,0,0,0
2025-04-25T11:51:10.5930000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.51,0,0,0,0,2,0,0,0,0
2025-04-25T11:51:12.3350000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.51,0,0,0,0,2,0,0,0,0
2025-04-25T11:53:30.1990000,2025,April,4,25,5,Friday,No,11,Between 6AM and 12PM,11.53,0,0,0,0,2,0,0,0,0
2025-04-25T12:03:34.6660000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.3,0,0,0,0,2,0,0,0,0
2025-04-25T12:03:46.9270000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.3,0,0,0,0,1,0,0,0,0
2025-04-25T12:03:53.2870000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.3,0,0,0,0,2,0,0,0,0
2025-04-25T12:15:17.2350000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.15,0,0,0,0,4,0,0,0,0
2025-04-25T12:15:19.1130000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.15,0,0,0,0,3,0,0,0,0
2025-04-25T12:15:49.3740000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.15,0,0,0,0,1,0,0,0,0
2025-04-25T12:16:19.4450000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.16,0,0,0,0,3,0,0,0,0
2025-04-25T12:20:32.3140000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.2,0,0,0,0,1,0,0,0,0
2025-04-25T12:20:38.6230000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.2,0,0,0,0,1,0,0,0,0
2025-04-25T12:25:21.4690000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.25,0,0,0,0,1,0,0,0,0
2025-04-25T12:25:28.6430000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.25,0,0,0,0,6,0,0,0,0
2025-04-25T12:25:49.5210000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.25,0,0,0,0,2,0,0,0,0
2025-04-25T12:26:09.1310000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.26,0,0,0,0,2,0,0,0,0
2025-04-25T12:27:06.4980000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.27,0,0,0,0,2,0,0,0,0
2025-04-25T12:27:09.4200000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.27,0,0,0,0,2,0,0,0,0
2025-04-25T12:27:47.0050000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.27,0,0,0,0,3,0,0,0,0
2025-04-25T12:27:50.0560000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.27,0,0,0,0,6,0,0,0,0
2025-04-25T12:31:11.3160000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.31,0,0,0,0,5,0,0,0,0
2025-04-25T12:31:26.5110000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.31,0,0,0,0,2,0,0,0,0
2025-04-25T12:31:27.3350000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.31,0,0,0,0,2,0,0,0,0
2025-04-25T12:31:27.8810000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.31,0,0,0,0,2,0,0,0,0
2025-04-25T12:31:28.6720000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.31,0,0,0,0,2,0,0,0,0
2025-04-25T12:31:29.3850000,2025,April,4,25,5,Friday,No,12,Between 12PM and 6PM,12.31,0,0,0,0,2,0,0,0,0
